,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Cold,Gasman Who Stole the Trap,224381,Gasmanuby,True,2018-03-12,https://i.scdn.co/image/ab67616d0000b273c056e7a469345df139b14e21,False
1,Cold,Cold,173240,Nichi,True,2024-01-19,https://i.scdn.co/image/ab67616d0000b2731e374024e901999317a933d4,False
2,Cold,Staring Through,135886,kudo,False,2020-07-23,https://i.scdn.co/image/ab67616d0000b2730f8de1e5b9bcda204878c246,False
3,Cold,How You Gonna Stop It?,297117,Lizzy Land Mating Ritual,False,2017-06-09,https://i.scdn.co/image/ab67616d0000b273ea8f8ab89a651795fc54daee,False
4,Code of Conduct,Call of Duty: Modern Warfare 2 (Original Game Score),129026,Hans Zimmer,False,2010-06-01,https://i.scdn.co/image/ab67616d0000b273dcfd9151d08d8b2d57162c17,False
5,Cold,Cold,173195,Matt Simons,False,2020-02-13,https://i.scdn.co/image/ab67616d0000b273c97e07564e0890b883587fac,False
6,Cold (Speed Up + Reverb) - Remix,Cold (Speed Up + Reverb) [Remix],191812,Muppet DJ SECA Records,False,2023-01-20,https://i.scdn.co/image/ab67616d0000b2732380c50e0e28e225c3404fc1,False
7,Cold - TikTok Mix,Cold,110491,Marc Benjamin,False,2023-02-10,https://i.scdn.co/image/ab67616d0000b273247d0d59cfce8391fd4c9fea,False
8,Cold,Cold,171428,Druu MiNDTRiX VIGIL,False,2022-10-27,https://i.scdn.co/image/ab67616d0000b27303c5680911c4c37cfa41d89b,False
10,Cold,Cold,132439,MODCUBE,False,2023-10-20,https://i.scdn.co/image/ab67616d0000b273a95f283eebc15c1d14e79598,True
