,track_name,album_name,duration,artists,explicit,release_date,img_url,label
0,Freaky Ballin,Freaky Ballin,182061,Psycho Maadnbad,False,2022-02-19,https://i.scdn.co/image/ab67616d0000b273390c0294c049415633e24bcc,False
1,The Shoutouts (Interlude),Freaky Frizko,217732,Chuco Z.,True,1994-08-06,https://i.scdn.co/image/ab67616d0000b2736b9517cc75e8344f3f1ab639,False
2,Denise,R'N'Me,219573,Giancarlo,False,2008-09-19,https://i.scdn.co/image/ab67616d0000b27329d0af374990747b05e4be0e,False
3,Freaky Dancin,Freaky Dancin,256653,Cheapo King Allahzay,True,2023-02-01,https://i.scdn.co/image/ab67616d0000b273fa60a1733155a94e614d4f12,False
4,Denise,30 Seconds Bombastic Sounds,30010,Lil Beber,False,2023-10-16,https://i.scdn.co/image/ab67616d0000b273085e174c4eeb0e5d04416a85,False
5,No Hard Feelings,No Hard Feelings,192500,Denise Julia Haven WILD,False,2023-09-01,https://i.scdn.co/image/ab67616d0000b273204442a902dd34f4dc1a9b84,False
6,Denise's Son,Easter Sunday #2,62218,PB. Twelve G,True,2023-04-09,https://i.scdn.co/image/ab67616d0000b27394c81a380fb7ce37d8b537cd,False
7,You Don't Know Me,Sax And Romance,248800,Denis Solee,False,1998-01-01,https://i.scdn.co/image/ab67616d0000b273fd101e925e501ce1bc08bc8b,False
8,Lackin',Sweet Nothings (Chapter 1),179200,Denise Julia,False,2023-11-22,https://i.scdn.co/image/ab67616d0000b273d0c3ed0b29896fd089f9f049,False
9,"Say You, Say Me",Songs with Love,188121,Denise King Massimo Faraò Trio,False,2017-02-01,https://i.scdn.co/image/ab67616d0000b273cf8456a2323a7c30f82ead29,False
10,You Don't Really Know,You Don't Really Know,140068,Denise Buckle Freaky DJs,False,2023-03-03,https://i.scdn.co/image/ab67616d0000b2731579bfb630d52b5172a65ef7,True
